id,purpose,postCode,regionCode,dti,delinquency_2s,ficoRangeLow,ficoRangeHigh,openAcc,pubRec,pubRecBankruptcies,revolBal,revolUtil,totalAcc,initialListStatus,applicationType,CreditLine
5697,5,121.0,14,2.82,0,665,669,5,0,0.0,3587,69.0,11,0,0,4440
5698,4,63.0,14,24.5,1,660,664,17,1,0.0,10221,60.5,26,0,0,5700
5699,4,14.0,11,6.46,1,670,674,8,0,0.0,10162,63.5,27,0,0,5040
5700,2,38.0,21,14.01,0,660,664,8,0,0.0,1024,16.8,19,1,0,2970
5701,0,307.0,14,30.12,0,690,694,11,0,0.0,4591,90.0,52,1,0,12030
5702,4,74.0,30,3.03,0,660,664,9,0,0.0,10636,63.7,15,1,0,3480
5703,0,370.0,13,31.05,0,665,669,10,0,0.0,6313,78.9,20,0,0,1650
5704,4,201.0,2,19.1,0,680,684,5,0,0.0,21102,92.1,10,0,0,4560
5705,0,47.0,17,7.67,1,685,689,4,0,0.0,1442,33.5,36,1,0,5100
5706,0,489.0,30,5.9,1,670,674,5,0,0.0,3392,87.0,8,0,0,8850
5707,0,412.0,13,5.64,0,720,724,3,0,0.0,29484,98.3,4,1,0,4530
5708,0,34.0,18,7.55,1,665,669,6,1,1.0,3546,10.0,8,1,0,6960
5709,4,197.0,4,23.45,0,700,704,15,0,0.0,35533,83.0,25,0,0,6090
5710,4,154.0,2,15.57,0,685,689,6,1,1.0,4936,43.7,14,0,0,4830
5711,0,245.0,26,18.21,0,675,679,11,0,0.0,28661,83.8,23,0,0,8070
5712,4,776.0,41,30.41,0,720,724,14,0,0.0,50462,73.2,29,0,0,5700
5713,0,355.0,18,17.62,3,665,669,7,0,0.0,26055,94.0,25,0,0,9480
5714,0,491.0,30,11.85,0,695,699,10,1,0.0,4590,46.8,19,0,0,5880
5715,2,89.0,3,5.25,0,705,709,9,0,0.0,12380,38.9,41,0,0,7440
5716,0,143.0,8,16.43,0,730,734,5,0,0.0,11131,88.3,12,1,0,5100
5717,0,57.0,9,12.8,1,665,669,7,0,0.0,13180,94.8,21,1,0,8070
5718,4,476.0,5,33.08,0,710,714,18,0,0.0,16164,51.2,26,0,0,4080
5719,10,31.0,2,26.74,1,665,669,18,1,0.0,8779,71.4,31,1,0,2820
5720,0,124.0,13,24.61,0,730,734,8,0,0.0,9808,25.1,22,1,0,7050
5721,0,54.0,28,26.22,0,710,714,13,0,0.0,6391,15.1,30,0,0,8250
5722,3,530.0,22,17.21,0,785,789,14,0,0.0,11955,23.4,23,0,0,5370
5723,0,188.0,23,8.82,0,695,699,10,1,1.0,6422,47.2,22,1,0,5370
5724,0,359.0,43,11.93,0,675,679,12,0,0.0,7609,50.4,25,0,0,7200
5725,0,74.0,30,14.92,0,690,694,15,0,0.0,39063,74.0,27,1,0,2640
5726,4,99.0,8,9.42,0,780,784,8,0,0.0,5205,19.7,16,0,0,3930
5727,0,323.0,12,34.04,1,705,709,16,0,0.0,30334,90.3,36,0,0,8250
5728,0,455.0,13,15.98,1,690,694,9,1,1.0,11030,52.0,17,1,0,4500
5729,0,16.0,5,28.65,0,710,714,12,0,0.0,19894,63.8,28,0,0,6390
5730,3,355.0,18,10.24,0,740,744,12,0,0.0,23736,29.6,36,0,0,6060
5731,5,186.0,9,15.74,0,720,724,13,1,0.0,3088,12.2,30,1,0,4620
5732,0,447.0,30,7.81,0,730,734,13,1,1.0,18885,38.5,22,1,0,5250
5733,2,396.0,7,17.43,0,725,729,14,0,0.0,11775,40.7,26,0,0,5100
5734,0,320.0,13,17.0,1,670,674,9,0,0.0,8396,60.8,17,1,0,7230
5735,0,111.0,8,22.86,1,675,679,6,1,1.0,2255,45.0,29,0,0,12810
5736,4,186.0,9,18.68,0,695,699,13,0,0.0,16374,80.7,19,0,0,2220
5737,4,400.0,17,13.1,0,715,719,7,0,0.0,7518,38.0,21,0,0,11160
5738,0,237.0,32,31.47,1,680,684,8,0,0.0,2684,53.7,39,1,0,3870
5739,0,718.0,19,21.23,0,675,679,5,0,0.0,7731,84.0,25,0,0,5790
5740,0,160.0,4,2.04,4,700,704,25,0,0.0,11933,44.4,61,0,0,4980
5741,3,277.0,8,12.54,0,780,784,19,0,0.0,16148,11.5,37,0,0,3750
5742,0,515.0,47,24.38,2,690,694,11,0,0.0,8020,43.8,20,0,0,10680
5743,5,154.0,2,15.59,0,685,689,16,0,0.0,15059,44.6,21,0,0,4140
5744,0,255.0,9,13.26,0,705,709,8,1,1.0,3569,40.6,15,1,0,6420
5745,0,327.0,14,23.56,0,695,699,13,0,0.0,27975,53.7,29,1,0,2490
5746,0,235.0,8,30.83,0,680,684,8,0,0.0,17770,92.1,13,0,0,3090
5747,4,369.0,21,21.04,0,660,664,13,0,0.0,4858,85.2,23,1,0,4410
5748,0,377.0,11,5.49,2,665,669,8,3,2.0,4316,42.0,21,0,0,7590
5749,4,408.0,14,18.46,1,660,664,6,0,0.0,25570,81.4,13,1,0,5250
5750,4,170.0,23,33.27,0,680,684,12,0,0.0,9363,45.2,27,0,0,2130
5751,0,495.0,14,14.98,2,665,669,10,0,0.0,5704,89.1,22,0,0,5040
5752,0,235.0,8,15.85,0,660,664,7,1,1.0,5617,46.4,35,0,0,7380
5753,3,68.0,15,12.79,0,815,819,38,0,0.0,41787,13.6,62,0,0,7170
5754,2,386.0,19,18.31,0,670,674,10,1,1.0,4836,62.0,24,1,0,8250
5755,0,52.0,19,28.36,0,660,664,27,0,0.0,56439,77.0,38,0,0,3270
5756,0,17.0,13,17.8,0,675,679,6,0,0.0,17568,82.0,7,1,0,2280
5757,0,157.0,8,4.52,0,695,699,17,0,0.0,12198,23.3,38,0,0,4080
5758,2,31.0,2,14.48,1,660,664,14,1,0.0,5917,51.5,33,1,0,6330
5759,0,92.0,18,23.36,0,680,684,13,0,0.0,6444,43.5,19,0,0,2760
5760,2,90.0,21,17.07,0,720,724,8,0,0.0,3186,24.5,49,1,0,7020
5761,0,48.0,10,14.66,0,690,694,9,1,1.0,8088,59.9,19,0,0,4020
5762,4,19.0,14,30.17,0,710,714,15,0,0.0,15669,72.2,27,1,0,3300
5763,2,159.0,21,18.26,0,695,699,12,0,0.0,25466,83.5,57,0,0,5580
5764,0,479.0,8,10.35,0,670,674,8,0,0.0,3677,43.3,16,0,0,3540
5765,4,665.0,40,15.43,0,760,764,7,0,0.0,4202,21.9,22,1,0,3180
5766,0,0.0,0,18.25,0,660,664,9,1,1.0,1925,22.4,29,1,0,7860
5767,0,737.0,39,22.21,0,805,809,13,0,0.0,799,0.0,25,0,0,2220
5768,5,305.0,15,18.33,0,710,714,3,0,0.0,7058,57.4,6,1,0,1710
5769,0,69.0,26,29.76,1,685,689,11,0,0.0,8757,54.4,24,0,0,3300
5770,4,19.0,14,19.4,0,695,699,11,0,0.0,19084,73.4,21,0,0,3840
5771,0,112.0,23,10.1,0,685,689,9,0,0.0,19893,62.2,18,1,0,3870
5772,0,93.0,8,24.38,0,670,674,19,0,0.0,20835,59.7,29,1,0,6510
5773,7,748.0,46,21.61,1,695,699,6,0,0.0,14024,61.8,22,0,0,3750
5774,0,11.0,5,17.53,0,755,759,7,0,0.0,4364,17.1,11,0,0,7440
5775,4,197.0,4,12.46,0,660,664,10,0,0.0,14417,80.1,19,1,0,8310
5776,9,275.0,8,25.68,0,690,694,13,0,0.0,3475,29.4,25,1,0,4950
5777,2,435.0,36,28.05,0,680,684,14,0,0.0,63768,96.0,17,0,0,4380
5778,0,277.0,8,27.96,0,665,669,8,0,0.0,5663,37.0,14,0,0,4950
5779,4,72.0,10,21.03,0,685,689,7,0,0.0,30943,68.5,26,0,0,7440
5780,3,220.0,20,11.68,0,690,694,7,0,0.0,12261,90.8,17,0,0,4110
5781,0,798.0,42,32.64,0,700,704,13,0,0.0,30648,82.6,29,0,0,10140
5782,2,526.0,20,24.18,0,670,674,12,0,0.0,4404,33.6,27,0,0,6240
5783,0,115.0,8,7.08,0,675,679,16,0,0.0,38867,26.6,26,0,0,3930
5784,0,72.0,37,7.61,0,660,664,17,1,1.0,6337,30.6,32,1,0,4830
5785,0,112.0,23,19.71,1,680,684,8,0,0.0,14870,66.1,17,0,0,11970
5786,6,195.0,38,10.76,0,705,709,5,1,1.0,3956,20.3,16,0,0,4410
5787,0,196.0,14,18.53,0,695,699,14,1,1.0,4591,18.0,22,0,0,4170
5788,2,240.0,21,3.67,1,740,744,10,0,0.0,2279,4.5,25,0,0,6450
5789,4,153.0,11,11.87,0,680,684,9,0,0.0,36286,83.0,14,0,0,3390
5790,4,498.0,32,16.92,0,685,689,10,0,0.0,16386,99.3,27,0,0,7710
5791,4,324.0,10,30.95,0,690,694,8,0,0.0,22763,69.2,23,0,0,4950
5792,0,466.0,36,16.05,1,685,689,17,0,0.0,28662,83.8,40,0,0,5490
5793,9,617.0,9,18.98,0,740,744,20,0,0.0,33631,45.0,34,0,0,10350
5794,0,229.0,17,6.07,0,660,664,5,0,0.0,5197,66.6,13,0,0,3570
5795,0,95.0,13,27.81,0,700,704,11,0,0.0,14119,51.2,31,0,0,4290
5796,0,4.0,3,26.48,0,685,689,11,0,0.0,2911,64.7,32,1,0,4950
5797,0,294.0,16,14.18,2,670,674,4,0,0.0,9939,80.8,18,1,0,6810
5798,0,129.0,30,14.61,1,685,689,7,1,0.0,8369,62.0,21,0,0,6300
5799,0,251.0,8,23.56,0,735,739,11,0,0.0,15082,45.8,19,0,0,5610
5800,0,115.0,8,18.72,0,675,679,9,0,0.0,6335,80.2,18,1,0,3210
5801,0,212.0,7,44.82,0,690,694,9,0,0.0,12219,67.9,25,1,0,3960
5802,0,282.0,7,22.56,1,685,689,15,0,0.0,30748,71.3,55,1,0,8100
5803,0,48.0,10,14.04,0,725,729,9,0,0.0,8943,40.6,30,1,0,5850
5804,0,4.0,3,7.76,0,735,739,6,0,0.0,3570,11.2,7,0,0,1410
5805,0,116.0,14,9.83,1,685,689,11,0,0.0,7022,51.6,25,0,0,4020
5806,0,29.0,19,14.46,0,700,704,11,0,0.0,27695,87.9,32,0,0,7050
5807,0,112.0,23,18.3,0,665,669,8,0,0.0,7816,65.1,12,1,0,1980
5808,2,263.0,0,5.16,0,680,684,9,0,0.0,12348,48.4,13,1,1,9090
5809,0,99.0,8,12.96,1,705,709,9,1,1.0,6704,39.4,18,0,0,8850
5810,0,127.0,13,13.57,0,670,674,5,1,0.0,5571,63.3,15,1,0,10020
5811,0,80.0,21,29.78,0,715,719,11,0,0.0,9229,36.5,46,0,0,9150
5812,4,710.0,45,28.6,9,670,674,20,0,0.0,10163,76.4,39,0,0,5040
5813,5,441.0,9,32.91,0,725,729,18,0,0.0,16334,34.8,37,0,0,6150
5814,4,62.0,13,20.86,0,695,699,12,0,0.0,20854,84.4,38,0,0,3540
5815,4,748.0,46,20.26,0,670,674,11,0,0.0,7508,62.0,14,0,0,4350
5816,0,172.0,13,9.93,0,740,744,18,0,0.0,22965,29.2,56,1,0,9750
5817,4,366.0,44,26.74,0,695,699,11,2,0.0,11863,72.3,21,0,0,4530
5818,5,307.0,14,14.06,0,730,734,9,0,0.0,6545,49.6,16,0,0,6810
5819,0,313.0,43,12.64,1,715,719,15,0,0.0,56908,41.2,29,0,0,10590
5820,0,29.0,19,24.04,0,665,669,13,1,1.0,7939,35.9,35,0,0,5790
5821,4,555.0,37,16.74,1,670,674,18,2,0.0,10885,37.4,31,1,0,4650
5822,1,51.0,13,7.16,0,755,759,7,0,0.0,379,8.2,11,1,0,2250
5823,0,51.0,13,13.52,0,660,664,5,0,0.0,11194,74.1,11,0,0,5430
5824,0,195.0,38,13.64,1,680,684,22,0,0.0,36969,42.1,49,0,0,10890
5825,0,516.0,9,18.56,0,705,709,15,0,0.0,8594,50.9,32,0,0,5430
5826,3,177.0,26,7.5,0,730,734,12,0,0.0,15550,50.7,29,0,0,4290
5827,4,670.0,43,16.74,0,720,724,14,0,0.0,13647,43.7,24,1,0,5310
5828,0,817.0,43,22.87,0,720,724,9,0,0.0,14839,67.4,29,1,0,5640
5829,0,344.0,2,32.47,3,675,679,13,0,0.0,26182,77.9,28,0,0,7620
5830,0,651.0,39,24.3,0,675,679,16,1,1.0,17223,29.7,23,1,0,4200
5831,0,38.0,21,25.81,0,670,674,16,0,0.0,10959,61.2,52,0,0,4470
5832,2,384.0,8,9.36,3,720,724,13,0,0.0,5973,20.6,30,0,0,16950
5833,0,171.0,8,31.36,0,670,674,12,0,0.0,4595,29.8,28,1,0,13560
5834,5,215.0,8,12.67,0,665,669,8,0,0.0,4897,46.2,10,1,0,4230
5835,4,271.0,35,5.41,0,685,689,8,0,0.0,32421,70.6,17,1,0,3900
5836,0,188.0,23,15.2,0,665,669,10,1,1.0,6910,51.2,24,1,0,6000
5837,5,177.0,26,12.64,0,695,699,11,0,0.0,6988,89.6,13,1,0,2280
5838,0,290.0,18,115.01,0,680,684,11,1,1.0,15369,47.1,15,0,1,5280
5839,0,85.0,19,20.02,0,715,719,14,0,0.0,32477,54.8,32,0,0,9180
5840,4,460.0,27,29.15,1,680,684,12,0,0.0,14368,62.5,19,0,0,3510
5841,0,521.0,24,28.71,0,680,684,14,0,0.0,24604,52.1,63,1,0,7800
5842,0,209.0,21,24.24,0,680,684,16,0,0.0,943,2.0,45,1,0,6450
5843,4,242.0,8,19.36,0,710,714,24,0,0.0,11891,12.6,37,0,0,8730
5844,0,305.0,15,24.55,0,665,669,6,0,0.0,8277,31.5,7,0,0,2460
5845,5,722.0,3,24.92,0,675,679,5,0,0.0,22514,78.7,16,1,0,4920
5846,4,681.0,10,23.78,1,760,764,9,0,0.0,8954,15.8,29,0,0,7800
5847,2,234.0,42,5.85,3,705,709,15,0,0.0,12154,51.0,43,0,0,9750
5848,4,309.0,30,10.5,0,680,684,5,0,0.0,29951,98.2,25,1,0,4800
5849,0,471.0,42,21.92,0,670,674,12,1,0.0,4922,28.0,16,1,0,7740
5850,0,33.0,22,10.97,1,695,699,22,0,0.0,38028,41.0,44,1,0,10350
5851,4,302.0,30,15.62,0,680,684,10,0,0.0,20244,90.4,23,0,0,9510
5852,4,243.0,13,22.32,0,705,709,10,1,0.0,4602,47.9,27,1,0,11550
5853,1,277.0,8,13.57,0,805,809,8,0,0.0,27,0.0,26,0,0,3330
5854,4,134.0,8,22.96,2,660,664,7,0,0.0,28468,70.5,21,0,0,7710
5855,0,144.0,5,27.89,0,675,679,16,0,0.0,12694,64.3,29,0,0,5580
5856,0,355.0,18,33.1,0,670,674,14,0,0.0,34708,87.6,26,0,0,4110
5857,0,91.0,7,24.39,0,680,684,11,0,0.0,23152,78.0,44,0,0,4800
5858,4,238.0,22,16.94,0,725,729,12,0,0.0,10642,27.5,29,1,0,6270
5859,0,160.0,4,22.63,0,690,694,19,0,0.0,24335,41.6,49,0,0,5370
5860,4,0.0,0,20.01,0,690,694,15,0,0.0,13065,93.3,22,0,0,2310
5861,0,51.0,13,10.61,0,690,694,6,0,0.0,31119,79.4,8,0,0,5550
5862,0,601.0,44,10.09,0,765,769,6,0,0.0,1504,3.6,33,0,0,4650
5863,0,549.0,8,26.25,0,690,694,15,1,1.0,7658,55.5,27,1,0,5880
5864,0,115.0,8,14.16,0,675,679,11,1,1.0,14848,72.1,15,1,0,4470
5865,1,90.0,21,16.68,0,695,699,22,0,0.0,51427,55.2,44,1,0,7050
5866,4,120.0,21,11.39,1,670,674,10,0,0.0,10737,51.1,27,0,0,7110
5867,0,116.0,14,14.42,7,670,674,15,0,0.0,12679,80.2,33,0,0,5820
5868,2,543.0,13,5.79,2,780,784,6,0,0.0,8,0.1,23,1,0,3780
5869,0,290.0,18,23.08,0,765,769,27,0,0.0,8450,16.3,44,0,0,5490
5870,0,389.0,8,17.21,0,680,684,10,0,0.0,30613,70.5,28,0,0,5880
5871,4,388.0,3,13.55,0,675,679,9,0,0.0,16217,56.1,13,1,0,1980
5872,4,64.0,14,23.2,0,735,739,22,0,0.0,13731,34.5,51,0,0,5160
5873,0,727.0,43,15.53,0,675,679,8,0,0.0,18743,87.6,15,1,0,4680
5874,4,106.0,12,10.24,0,720,724,11,1,0.0,7366,37.4,17,0,0,7350
5875,0,4.0,3,5.29,0,745,749,9,0,0.0,24431,46.8,25,1,0,10950
5876,8,268.0,8,16.56,0,720,724,18,1,1.0,8839,30.0,22,1,0,6900
5877,4,156.0,18,20.53,1,665,669,8,0,0.0,45067,96.9,22,0,0,6900
5878,5,121.0,14,25.34,0,675,679,12,0,0.0,2808,16.7,14,1,0,3780
5879,0,110.0,13,15.31,0,690,694,13,0,0.0,26094,67.4,29,0,0,6300
5880,0,536.0,23,13.17,0,705,709,10,0,0.0,18735,92.3,28,0,0,9150
5881,0,158.0,9,26.24,0,705,709,14,0,0.0,22544,46.4,29,1,0,4320
5882,0,82.0,34,8.23,0,710,714,9,0,0.0,6130,44.1,15,1,0,4110
5883,0,791.0,14,20.26,0,690,694,9,0,0.0,15338,71.3,35,1,0,5550
5884,0,286.0,16,18.55,0,715,719,8,0,0.0,37887,81.5,29,1,0,5190
5885,0,139.0,8,8.17,0,690,694,7,0,0.0,5874,28.2,9,0,0,2310
5886,0,187.0,9,10.58,0,665,669,7,0,0.0,28249,87.2,12,0,0,5340
5887,4,301.0,21,20.13,0,680,684,6,1,1.0,1458,38.4,20,0,0,6090
5888,0,241.0,7,7.87,0,665,669,7,0,0.0,9740,63.7,13,0,0,5940
5889,0,355.0,18,18.52,0,680,684,10,1,1.0,16949,76.7,31,1,0,8400
5890,0,137.0,32,29.4,0,710,714,19,0,0.0,14039,33.9,30,0,0,4680
5891,0,63.0,14,17.39,1,700,704,19,0,0.0,27299,28.4,43,0,0,7920
5892,4,359.0,43,17.69,10,680,684,20,0,0.0,11495,60.8,35,0,1,5280
5893,0,262.0,37,26.58,0,665,669,8,3,0.0,4931,72.5,25,1,0,4260
5894,0,116.0,14,27.89,0,720,724,12,0,0.0,5723,44.7,25,0,0,4620
5895,0,215.0,8,8.72,2,675,679,13,1,0.0,10747,41.0,38,0,0,14430
5896,0,167.0,8,21.54,0,665,669,11,1,0.0,5943,67.5,14,0,0,2100
5897,0,360.0,0,7.0,0,745,749,10,0,0.0,1566,5.7,21,0,0,2730
5898,1,4.0,3,16.16,1,690,694,22,0,0.0,8890,39.5,51,1,0,5310
5899,10,455.0,13,17.83,0,690,694,6,0,0.0,3936,23.9,11,1,0,3930
5900,0,296.0,5,17.62,5,675,679,12,0,0.0,3136,32.0,26,0,0,5100
5901,0,225.0,18,30.06,0,675,679,26,0,0.0,35941,64.0,43,0,0,6450
5902,4,795.0,10,35.05,1,670,674,10,0,0.0,14324,73.5,22,1,0,5220
5903,0,496.0,27,16.32,0,700,704,6,0,0.0,1407,61.2,35,0,0,3690
5904,0,230.0,2,11.2,0,715,719,9,0,0.0,5997,19.5,18,0,0,5790
5905,4,208.0,28,29.1,0,680,684,17,0,0.0,34645,68.6,41,1,0,7350
5906,3,512.0,21,0.0,0,690,694,8,0,0.0,0,0.0,28,0,0,4650
5907,2,196.0,14,21.29,0,680,684,8,0,0.0,14091,63.5,13,0,0,2910
5908,0,120.0,21,22.55,0,675,679,9,0,0.0,7148,66.8,21,0,0,5640
5909,0,49.0,12,10.54,0,685,689,8,0,0.0,8130,64.5,19,0,0,4920
5910,10,265.0,7,15.24,0,740,744,6,0,0.0,0,0.0,8,0,0,1140
5911,0,729.0,14,27.09,0,670,674,11,0,0.0,3569,33.4,67,1,0,5100
5912,5,371.0,7,23.8,0,760,764,37,2,0.0,8915,7.3,54,1,0,7440
5913,2,447.0,30,11.0,0,845,850,6,0,0.0,22,0.1,17,0,0,9030
5914,2,466.0,36,10.2,3,705,709,7,0,0.0,3890,62.7,32,0,0,4860
5915,0,76.0,26,16.03,0,700,704,9,0,0.0,2600,10.1,20,0,1,4050
5916,4,230.0,2,14.74,0,680,684,9,0,0.0,8325,45.2,14,0,0,2520
5917,4,66.0,14,10.89,0,750,754,17,0,0.0,43142,35.7,33,0,0,10200
5918,0,156.0,18,33.86,0,670,674,14,0,0.0,36947,83.4,25,1,0,4170
5919,0,369.0,21,17.23,0,685,689,7,0,0.0,1844,52.7,34,1,0,4710
5920,0,166.0,8,16.45,1,720,724,10,0,0.0,60530,62.8,17,0,0,10680
5921,0,11.0,5,2.33,0,735,739,8,1,1.0,2999,16.0,15,0,0,3930
5922,0,112.0,23,23.87,0,690,694,10,1,1.0,6633,54.8,16,1,0,13140
5923,0,238.0,22,36.13,0,690,694,7,0,0.0,58210,92.1,26,1,0,5640
5924,4,116.0,14,31.49,0,685,689,10,0,0.0,17520,75.8,29,0,0,3900
5925,0,62.0,13,16.86,0,710,714,17,0,0.0,12205,30.3,31,1,0,7110
5926,0,740.0,20,27.44,0,665,669,9,0,0.0,9862,61.6,22,1,0,3660
5927,4,340.0,14,21.96,0,680,684,13,0,0.0,17405,61.3,24,1,0,3750
5928,0,608.0,0,21.39,0,755,759,8,0,0.0,18291,39.5,33,1,0,8130
5929,4,80.0,21,19.87,0,675,679,13,0,0.0,4386,21.0,21,1,0,4350
5930,2,120.0,21,7.73,1,665,669,7,1,1.0,1387,18.5,22,1,0,5760
5931,4,263.0,0,17.18,0,675,679,21,0,0.0,27878,85.5,25,0,0,5610
5932,0,62.0,13,21.18,4,675,679,16,0,0.0,13260,23.2,44,1,0,5190
5933,0,141.0,13,15.07,1,675,679,8,0,0.0,1810,8.0,20,0,0,5280
5934,0,97.0,12,17.8,1,660,664,13,1,1.0,10148,57.3,45,0,0,8670
5935,0,173.0,32,15.4,0,715,719,8,0,0.0,13653,60.7,27,1,0,4110
5936,4,13.0,10,21.73,0,735,739,13,0,0.0,22476,37.1,31,0,0,11850
5937,7,508.0,2,29.22,1,730,734,19,0,0.0,25741,25.5,38,1,0,11040
5938,0,18.0,12,11.71,0,715,719,7,0,0.0,7010,14.7,29,1,0,6300
5939,0,395.0,44,17.42,0,715,719,15,0,0.0,5621,31.8,35,1,0,5790
5940,0,253.0,21,13.25,0,735,739,6,0,0.0,367,14.7,17,1,0,2220
5941,3,70.0,32,1.59,0,780,784,4,0,0.0,933,13.0,6,0,0,9270
5942,0,277.0,8,8.75,0,690,694,4,0,0.0,24986,76.6,19,0,0,5550
5943,0,324.0,10,29.63,0,695,699,14,0,0.0,9058,47.9,25,1,0,8520
5944,0,167.0,8,14.99,2,665,669,14,0,0.0,18681,84.1,30,0,0,7440
5945,0,29.0,19,25.44,0,730,734,15,0,0.0,27842,54.6,35,0,0,6210
5946,0,369.0,21,14.83,0,680,684,16,0,0.0,29201,85.4,25,1,0,4530
5947,0,48.0,10,14.88,0,775,779,10,0,0.0,0,0.0,34,0,0,8370
5948,0,111.0,8,21.46,0,675,679,17,0,0.0,19240,65.0,47,0,0,5550
5949,0,89.0,3,18.79,1,665,669,14,0,0.0,8109,53.0,16,0,0,6540
5950,0,546.0,33,19.98,0,695,699,9,0,0.0,5329,63.4,27,0,0,4530
5951,2,5.0,4,69.32,1,665,669,10,1,1.0,8531,43.3,15,0,1,4050
5952,2,500.0,27,22.38,0,670,674,13,1,1.0,6188,84.0,22,0,0,5670
5953,0,43.0,19,17.52,0,725,729,3,0,0.0,2117,60.5,7,1,0,3750
5954,0,427.0,21,24.41,0,710,714,10,0,0.0,10615,97.4,36,1,0,3840
5955,0,141.0,13,5.83,0,690,694,7,0,0.0,5570,74.3,25,1,0,8640
5956,0,657.0,17,30.6,0,700,704,19,1,1.0,8665,20.6,35,1,0,5820
5957,0,686.0,37,16.26,1,685,689,10,0,0.0,7754,83.4,35,1,0,4470
5958,0,613.0,22,14.31,0,685,689,19,0,0.0,6273,51.4,35,0,0,2820
5959,0,121.0,14,17.04,0,680,684,15,0,0.0,20927,64.4,22,1,0,5220
5960,0,234.0,30,26.42,0,690,694,6,0,0.0,5832,56.6,30,1,0,5730
5961,4,66.0,14,31.06,0,675,679,26,0,0.0,36093,39.9,32,0,0,4500
5962,0,85.0,19,20.52,0,685,689,8,0,0.0,12795,53.8,13,0,0,5730
5963,0,14.0,11,26.95,2,705,709,18,0,0.0,14514,40.0,38,1,0,7650
5964,7,245.0,26,14.59,0,675,679,16,0,0.0,20089,95.2,21,0,0,4830
5965,4,206.0,9,16.8,0,695,699,7,1,1.0,5316,50.2,8,1,0,2970
5966,0,270.0,44,32.92,0,695,699,22,1,0.0,6494,51.1,38,0,0,4050
5967,4,69.0,26,13.54,0,670,674,9,1,1.0,6256,36.4,22,0,0,4290
5968,0,390.0,13,17.16,0,810,814,9,0,0.0,2802,14.1,32,0,0,6900
5969,4,129.0,30,23.91,0,685,689,14,1,1.0,12257,33.6,26,1,0,6570
5970,0,29.0,19,15.7,0,725,729,15,0,0.0,15079,28.2,29,0,0,5670
5971,5,238.0,22,18.26,3,660,664,17,0,0.0,31519,91.4,35,1,0,4860
5972,5,21.0,13,8.8,6,665,669,9,0,0.0,11556,78.1,26,0,0,7650
5973,0,188.0,23,26.48,0,685,689,7,1,1.0,4966,52.8,11,1,0,4020
5974,2,134.0,8,4.64,6,685,689,33,0,0.0,3312,28.8,66,0,0,5910
5975,4,528.0,22,9.18,0,695,699,3,0,0.0,6529,98.9,6,0,0,3660
5976,2,234.0,42,22.51,0,690,694,10,0,0.0,10963,39.9,12,0,0,3090
5977,2,196.0,14,13.79,1,660,664,13,0,0.0,2018,87.7,29,0,0,2820
5978,0,652.0,0,10.69,1,670,674,11,0,0.0,26881,55.1,31,0,0,10080
5979,0,389.0,8,8.88,0,665,669,5,1,1.0,6788,80.0,16,0,0,5160
5980,3,105.0,17,33.01,1,705,709,7,1,1.0,585,4.0,15,1,0,13500
5981,0,167.0,8,26.76,0,670,674,6,0,0.0,1866,62.2,15,1,0,3660
5982,3,31.0,2,13.72,2,670,674,12,0,0.0,88,3.5,15,1,0,2460
5983,0,81.0,15,15.27,0,670,674,7,0,0.0,14132,69.6,11,0,0,7950
5984,0,286.0,16,15.42,0,715,719,5,0,0.0,7384,93.5,16,0,0,8250
5985,3,5.0,4,38.94,0,675,679,20,0,0.0,18208,52.9,24,1,0,2400
5986,0,488.0,24,16.3,0,700,704,10,0,0.0,9895,72.8,39,0,0,2850
5987,0,539.0,42,16.89,0,760,764,8,0,0.0,34498,43.4,12,0,0,5790
5988,0,215.0,8,13.26,0,660,664,5,2,1.0,6542,67.4,16,0,0,6840
5989,0,48.0,10,16.46,0,670,674,24,1,1.0,11232,65.7,27,0,0,5160
5990,0,642.0,45,30.05,0,695,699,12,1,1.0,12865,67.4,26,1,0,4440
5991,4,132.0,12,11.94,0,685,689,5,0,0.0,7534,34.2,28,0,0,8520
5992,8,72.0,10,18.98,1,675,679,7,0,0.0,5499,55.5,13,1,0,2970
5993,0,149.0,22,21.71,0,735,739,21,0,0.0,3966,18.0,23,0,0,1530
5994,0,220.0,20,14.32,0,665,669,7,0,0.0,10337,41.0,15,0,0,3780
5995,0,115.0,8,10.55,0,680,684,9,0,0.0,11320,69.9,15,1,0,3720
5996,8,138.0,0,11.54,0,680,684,4,0,0.0,3882,51.1,8,1,0,4890
5997,9,500.0,27,24.34,0,665,669,10,2,1.0,8767,51.6,24,1,0,11010
5998,0,99.0,8,18.48,0,685,689,8,0,0.0,8493,53.8,14,0,0,2520
5999,0,49.0,12,14.52,0,720,724,8,0,0.0,1778,88.9,26,1,0,3780
6000,0,77.0,7,30.4,0,665,669,10,1,1.0,6639,57.2,15,1,0,4410
6001,0,51.0,13,3.56,0,700,704,7,0,0.0,9783,31.5,12,1,0,5700
6002,0,19.0,14,12.4,0,710,714,11,0,0.0,34184,56.7,22,0,0,9330
6003,1,116.0,14,19.76,1,700,704,12,0,0.0,3647,24.0,22,0,0,2880
6004,4,447.0,30,21.81,0,745,749,12,0,0.0,17436,48.7,40,0,0,5430
6005,2,428.0,9,17.93,0,680,684,7,0,0.0,4094,38.6,15,1,0,4470
